Indicator Code: CG0730
"Indicator Name: Prostate cancer"
Export date: 11/14/2025 1:58:18 AM
Source location: "WHO Mortality Database portal"
"Indicator metadata: C61"

Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
CSA,Central and South America,COL,Colombia,2017,All,Age55_59,[55-59],85.00000000,0.70586281,,3.61856417,
CSA,Central and South America,COL,Colombia,2017,All,Age60_64,[60-64],188.00000000,1.23254442,,9.88244620,
CSA,Central and South America,COL,Colombia,2017,All,Age65_69,[65-69],297.00000000,1.66005254,,20.37766608,
CSA,Central and South America,COL,Colombia,2017,All,Age70_74,[70-74],433.00000000,2.10551909,,42.80919261,
CSA,Central and South America,COL,Colombia,2017,All,Age75_79,[75-79],582.00000000,2.26335848,,82.80595520,
CSA,Central and South America,COL,Colombia,2017,All,Age80_84,[80-84],639.00000000,2.27345501,,138.63637350,
CSA,Central and South America,COL,Colombia,2017,All,Age85_over,[85+],789.00000000,1.55409797,,209.03320157,
CSA,Central and South America,COL,Colombia,2017,All,Age_unknown,[Unknown],0.00000000,0.00000000,,,
CSA,Central and South America,COL,Colombia,2017,Male,Age_all,[All],3065.00000000,2.44320446,13.91364611,12.77611360,
CSA,Central and South America,COL,Colombia,2017,Male,Age00,[0],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,COL,Colombia,2017,Male,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,COL,Colombia,2017,Male,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,COL,Colombia,2017,Male,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,COL,Colombia,2017,Male,Age15_19,[15-19],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,COL,Colombia,2017,Male,Age20_24,[20-24],4.00000000,0.08746993,,0.17995677,
CSA,Central and South America,COL,Colombia,2017,Male,Age25_29,[25-29],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,COL,Colombia,2017,Male,Age30_34,[30-34],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,COL,Colombia,2017,Male,Age35_39,[35-39],2.00000000,0.05648122,,0.11587150,
CSA,Central and South America,COL,Colombia,2017,Male,Age40_44,[40-44],1.00000000,0.02999400,,0.06685131,
CSA,Central and South America,COL,Colombia,2017,Male,Age45_49,[45-49],10.00000000,0.24606299,,0.71834952,
CSA,Central and South America,COL,Colombia,2017,Male,Age50_54,[50-54],35.00000000,0.64718935,,2.63350953,
CSA,Central and South America,COL,Colombia,2017,Male,Age55_59,[55-59],85.00000000,1.21863799,,7.77740162,
CSA,Central and South America,COL,Colombia,2017,Male,Age60_64,[60-64],188.00000000,2.12790040,,21.47231556,
CSA,Central and South America,COL,Colombia,2017,Male,Age65_69,[65-69],297.00000000,2.88545614,,44.27951856,
CSA,Central and South America,COL,Colombia,2017,Male,Age70_74,[70-74],433.00000000,3.74405534,,95.09544684,
CSA,Central and South America,COL,Colombia,2017,Male,Age75_79,[75-79],582.00000000,4.19640926,,189.48458240,
CSA,Central and South America,COL,Colombia,2017,Male,Age80_84,[80-84],639.00000000,4.57605271,,327.78475980,
CSA,Central and South America,COL,Colombia,2017,Male,Age85_over,[85+],789.00000000,3.60603291,,522.32284716,
CSA,Central and South America,COL,Colombia,2017,Male,Age_unknown,[Unknown],0.00000000,0.00000000,,,
CSA,Central and South America,COL,Colombia,2016,All,Age_all,[All],2955.00000000,1.32464878,6.05450154,6.13388025,
CSA,Central and South America,COL,Colombia,2016,All,Age00,[0],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,COL,Colombia,2016,All,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,COL,Colombia,2016,All,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,COL,Colombia,2016,All,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,COL,Colombia,2016,All,Age15_19,[15-19],1.00000000,0.02610966,,0.02333884,
CSA,Central and South America,COL,Colombia,2016,All,Age20_24,[20-24],1.00000000,0.01800504,,0.02304044,
CSA,Central and South America,COL,Colombia,2016,All,Age25_29,[25-29],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,COL,Colombia,2016,All,Age30_34,[30-34],1.00000000,0.01875821,,0.02662186,
CSA,Central and South America,COL,Colombia,2016,All,Age35_39,[35-39],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,COL,Colombia,2016,All,Age40_44,[40-44],4.00000000,0.07348888,,0.12989096,
CSA,Central and South America,COL,Colombia,2016,All,Age45_49,[45-49],10.00000000,0.14386419,,0.33926320,
CSA,Central and South America,COL,Colombia,2016,All,Age50_54,[50-54],29.00000000,0.31270218,,1.05307880,
CSA,Central and South America,COL,Colombia,2016,All,Age55_59,[55-59],85.00000000,0.69370766,,3.78332329,
CSA,Central and South America,COL,Colombia,2016,All,Age60_64,[60-64],168.00000000,1.11192005,,9.08556984,
CSA,Central and South America,COL,Colombia,2016,All,Age65_69,[65-69],256.00000000,1.46018709,,18.56734106,
CSA,Central and South America,COL,Colombia,2016,All,Age70_74,[70-74],406.00000000,1.99577250,,42.11980907,
CSA,Central and South America,COL,Colombia,2016,All,Age75_79,[75-79],609.00000000,2.43785277,,89.39278957,
CSA,Central and South America,COL,Colombia,2016,All,Age80_84,[80-84],591.00000000,2.17183595,,132.60189143,
CSA,Central and South America,COL,Colombia,2016,All,Age85_over,[85+],794.00000000,1.66593231,,224.50243305,
CSA,Central and South America,COL,Colombia,2016,All,Age_unknown,[Unknown],0.00000000,0.00000000,,,
CSA,Central and South America,COL,Colombia,2016,Male,Age_all,[All],2955.00000000,2.38679870,14.04940864,12.51156208,
CSA,Central and South America,COL,Colombia,2016,Male,Age00,[0],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,COL,Colombia,2016,Male,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,COL,Colombia,2016,Male,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,COL,Colombia,2016,Male,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,COL,Colombia,2016,Male,Age15_19,[15-19],1.00000000,0.03447087,,0.04578790,
CSA,Central and South America,COL,Colombia,2016,Male,Age20_24,[20-24],1.00000000,0.02212389,,0.04540437,
CSA,Central and South America,COL,Colombia,2016,Male,Age25_29,[25-29],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,COL,Colombia,2016,Male,Age30_34,[30-34],1.00000000,0.02513826,,0.05370411,
CSA,Central and South America,COL,Colombia,2016,Male,Age35_39,[35-39],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,COL,Colombia,2016,Male,Age40_44,[40-44],4.00000000,0.11524056,,0.27561326,
CSA,Central and South America,COL,Colombia,2016,Male,Age45_49,[45-49],10.00000000,0.24319066,,0.71940479,
CSA,Central and South America,COL,Colombia,2016,Male,Age50_54,[50-54],29.00000000,0.54358013,,2.22588085,
CSA,Central and South America,COL,Colombia,2016,Male,Age55_59,[55-59],85.00000000,1.17647059,,8.16717143,
CSA,Central and South America,COL,Colombia,2016,Male,Age60_64,[60-64],168.00000000,1.91562144,,19.67146315,
CSA,Central and South America,COL,Colombia,2016,Male,Age65_69,[65-69],256.00000000,2.52042926,,40.32683641,
CSA,Central and South America,COL,Colombia,2016,Male,Age70_74,[70-74],406.00000000,3.52369380,,93.84332326,
CSA,Central and South America,COL,Colombia,2016,Male,Age75_79,[75-79],609.00000000,4.50543760,,204.30277067,
CSA,Central and South America,COL,Colombia,2016,Male,Age80_84,[80-84],591.00000000,4.38459826,,314.10106507,
CSA,Central and South America,COL,Colombia,2016,Male,Age85_over,[85+],794.00000000,3.81822553,,561.61893377,
CSA,Central and South America,COL,Colombia,2016,Male,Age_unknown,[Unknown],0.00000000,0.00000000,,,
CSA,Central and South America,COL,Colombia,2015,All,Age_all,[All],2888.00000000,1.31588540,6.19114719,6.07735577,
CSA,Central and South America,COL,Colombia,2015,All,Age00,[0],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,COL,Colombia,2015,All,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,COL,Colombia,2015,All,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,COL,Colombia,2015,All,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,COL,Colombia,2015,All,Age15_19,[15-19],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,COL,Colombia,2015,All,Age20_24,[20-24],1.00000000,0.01737318,,0.02331090,
CSA,Central and South America,COL,Colombia,2015,All,Age25_29,[25-29],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,COL,Colombia,2015,All,Age30_34,[30-34],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,COL,Colombia,2015,All,Age35_39,[35-39],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,COL,Colombia,2015,All,Age40_44,[40-44],6.00000000,0.11187768,,0.19825214,
CSA,Central and South America,COL,Colombia,2015,All,Age45_49,[45-49],6.00000000,0.08892841,,0.20452338,
CSA,Central and South America,COL,Colombia,2015,All,Age50_54,[50-54],21.00000000,0.22678186,,0.78051391,
CSA,Central and South America,COL,Colombia,2015,All,Age55_59,[55-59],74.00000000,0.64269585,,3.42054965,
CSA,Central and South America,COL,Colombia,2015,All,Age60_64,[60-64],186.00000000,1.30682217,,10.38707491,
CSA,Central and South America,COL,Colombia,2015,All,Age65_69,[65-69],317.00000000,1.87429788,,24.19875037,
CSA,Central and South America,COL,Colombia,2015,All,Age70_74,[70-74],390.00000000,1.95126832,,42.20208305,
CSA,Central and South America,COL,Colombia,2015,All,Age75_79,[75-79],560.00000000,2.23152022,,84.51439688,
CSA,Central and South America,COL,Colombia,2015,All,Age80_84,[80-84],561.00000000,2.06599396,,129.91945457,
CSA,Central and South America,COL,Colombia,2015,All,Age85_over,[85+],766.00000000,1.63871299,,233.50454968,
CSA,Central and South America,COL,Colombia,2015,All,Age_unknown,[Unknown],0.00000000,0.00000000,,,
CSA,Central and South America,COL,Colombia,2015,Male,Age_all,[All],2888.00000000,2.37901067,14.37153355,12.40082081,
CSA,Central and South America,COL,Colombia,2015,Male,Age00,[0],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,COL,Colombia,2015,Male,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,COL,Colombia,2015,Male,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,COL,Colombia,2015,Male,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,COL,Colombia,2015,Male,Age15_19,[15-19],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,COL,Colombia,2015,Male,Age20_24,[20-24],1.00000000,0.02148228,,0.04594951,
CSA,Central and South America,COL,Colombia,2015,Male,Age25_29,[25-29],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,COL,Colombia,2015,Male,Age30_34,[30-34],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,COL,Colombia,2015,Male,Age35_39,[35-39],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,COL,Colombia,2015,Male,Age40_44,[40-44],6.00000000,0.17772512,,0.42190384,
CSA,Central and South America,COL,Colombia,2015,Male,Age45_49,[45-49],6.00000000,0.14888337,,0.43270188,
CSA,Central and South America,COL,Colombia,2015,Male,Age50_54,[50-54],21.00000000,0.38398245,,1.65108748,
CSA,Central and South America,COL,Colombia,2015,Male,Age55_59,[55-59],74.00000000,1.11194591,,7.40216143,
CSA,Central and South America,COL,Colombia,2015,Male,Age60_64,[60-64],186.00000000,2.26167315,,22.42030846,
CSA,Central and South America,COL,Colombia,2015,Male,Age65_69,[65-69],317.00000000,3.26299537,,52.54939146,
CSA,Central and South America,COL,Colombia,2015,Male,Age70_74,[70-74],390.00000000,3.47903657,,94.23226078,
CSA,Central and South America,COL,Colombia,2015,Male,Age75_79,[75-79],560.00000000,4.20831142,,193.05951059,
CSA,Central and South America,COL,Colombia,2015,Male,Age80_84,[80-84],561.00000000,4.17659321,,308.37052835,
CSA,Central and South America,COL,Colombia,2015,Male,Age85_over,[85+],766.00000000,3.77917016,,585.90015221,
CSA,Central and South America,COL,Colombia,2015,Male,Age_unknown,[Unknown],0.00000000,0.00000000,,,
CSA,Central and South America,CRI,Costa Rica,2020,All,Age_all,[All],438.00000000,1.68487460,6.37899632,8.59815183,
CSA,Central and South America,CRI,Costa Rica,2020,All,Age00,[0],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2020,All,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2020,All,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2020,All,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2020,All,Age15_19,[15-19],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2020,All,Age20_24,[20-24],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2020,All,Age25_29,[25-29],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2020,All,Age30_34,[30-34],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2020,All,Age35_39,[35-39],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2020,All,Age40_44,[40-44],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2020,All,Age45_49,[45-49],1.00000000,0.12360939,,0.33076877,
CSA,Central and South America,CRI,Costa Rica,2020,All,Age50_54,[50-54],2.00000000,0.17969452,,0.65586458,
CSA,Central and South America,CRI,Costa Rica,2020,All,Age55_59,[55-59],7.00000000,0.44303797,,2.35331296,
CSA,Central and South America,CRI,Costa Rica,2020,All,Age60_64,[60-64],23.00000000,1.09263658,,9.41430729,
CSA,Central and South America,CRI,Costa Rica,2020,All,Age65_69,[65-69],41.00000000,1.73434856,,22.94309553,
CSA,Central and South America,CRI,Costa Rica,2020,All,Age70_74,[70-74],63.00000000,2.51899240,,45.44143104,
CSA,Central and South America,CRI,Costa Rica,2020,All,Age75_79,[75-79],75.00000000,2.75431509,,81.32285172,
CSA,Central and South America,CRI,Costa Rica,2020,All,Age80_84,[80-84],79.00000000,2.55085567,,131.86226236,
CSA,Central and South America,CRI,Costa Rica,2020,All,Age85_over,[85+],147.00000000,2.32889734,,278.27206300,
CSA,Central and South America,CRI,Costa Rica,2020,All,Age_unknown,[Unknown],0.00000000,0.00000000,,,
CSA,Central and South America,CRI,Costa Rica,2020,Male,Age_all,[All],438.00000000,2.92956993,14.31495328,17.20970219,
CSA,Central and South America,CRI,Costa Rica,2020,Male,Age00,[0],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2020,Male,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2020,Male,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2020,Male,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2020,Male,Age15_19,[15-19],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2020,Male,Age20_24,[20-24],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2020,Male,Age25_29,[25-29],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2020,Male,Age30_34,[30-34],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2020,Male,Age35_39,[35-39],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2020,Male,Age40_44,[40-44],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2020,Male,Age45_49,[45-49],1.00000000,0.20161290,,0.67012451,
CSA,Central and South America,CRI,Costa Rica,2020,Male,Age50_54,[50-54],2.00000000,0.28449502,,1.33657676,
CSA,Central and South America,CRI,Costa Rica,2020,Male,Age55_59,[55-59],7.00000000,0.69930070,,4.80449151,
CSA,Central and South America,CRI,Costa Rica,2020,Male,Age60_64,[60-64],23.00000000,1.77059276,,19.34301045,
CSA,Central and South America,CRI,Costa Rica,2020,Male,Age65_69,[65-69],41.00000000,2.82758621,,47.68606288,
CSA,Central and South America,CRI,Costa Rica,2020,Male,Age70_74,[70-74],63.00000000,4.12844037,,95.53560597,
CSA,Central and South America,CRI,Costa Rica,2020,Male,Age75_79,[75-79],75.00000000,4.80153649,,176.32952462,
CSA,Central and South America,CRI,Costa Rica,2020,Male,Age80_84,[80-84],79.00000000,4.73337328,,298.05697038,
CSA,Central and South America,CRI,Costa Rica,2020,Male,Age85_over,[85+],147.00000000,4.94949495,,692.22075720,
CSA,Central and South America,CRI,Costa Rica,2020,Male,Age_unknown,[Unknown],0.00000000,0.00000000,,,
CSA,Central and South America,CRI,Costa Rica,2019,All,Age_all,[All],422.00000000,1.73719743,7.56282233,8.34320687,
CSA,Central and South America,CRI,Costa Rica,2019,All,Age00,[0],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2019,All,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2019,All,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2019,All,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2019,All,Age15_19,[15-19],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2019,All,Age20_24,[20-24],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2019,All,Age25_29,[25-29],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2019,All,Age30_34,[30-34],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2019,All,Age35_39,[35-39],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2019,All,Age40_44,[40-44],1.00000000,0.15723270,,0.29434044,
CSA,Central and South America,CRI,Costa Rica,2019,All,Age45_49,[45-49],1.00000000,0.13568521,,0.33696374,
CSA,Central and South America,CRI,Costa Rica,2019,All,Age50_54,[50-54],7.00000000,0.67243036,,2.43237611,
CSA,Central and South America,CRI,Costa Rica,2019,All,Age55_59,[55-59],9.00000000,0.62370062,,3.37319202,
CSA,Central and South America,CRI,Costa Rica,2019,All,Age60_64,[60-64],23.00000000,1.27991096,,10.58093940,
CSA,Central and South America,CRI,Costa Rica,2019,All,Age65_69,[65-69],37.00000000,1.75771971,,23.16830067,
CSA,Central and South America,CRI,Costa Rica,2019,All,Age70_74,[70-74],46.00000000,2.06927575,,42.86477323,
CSA,Central and South America,CRI,Costa Rica,2019,All,Age75_79,[75-79],79.00000000,3.15747402,,108.49962166,
CSA,Central and South America,CRI,Costa Rica,2019,All,Age80_84,[80-84],83.00000000,2.82408983,,174.16075488,
CSA,Central and South America,CRI,Costa Rica,2019,All,Age85_over,[85+],135.00000000,2.24066390,,315.39085685,
CSA,Central and South America,CRI,Costa Rica,2019,All,Age_unknown,[Unknown],1.00000000,7.14285714,,,
CSA,Central and South America,CRI,Costa Rica,2019,Male,Age_all,[All],422.00000000,3.10659600,16.61913329,16.55111395,
CSA,Central and South America,CRI,Costa Rica,2019,Male,Age00,[0],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2019,Male,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2019,Male,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2019,Male,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2019,Male,Age15_19,[15-19],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2019,Male,Age20_24,[20-24],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2019,Male,Age25_29,[25-29],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2019,Male,Age30_34,[30-34],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2019,Male,Age35_39,[35-39],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2019,Male,Age40_44,[40-44],1.00000000,0.23201856,,0.58709820,
CSA,Central and South America,CRI,Costa Rica,2019,Male,Age45_49,[45-49],1.00000000,0.21186441,,0.68094479,
CSA,Central and South America,CRI,Costa Rica,2019,Male,Age50_54,[50-54],7.00000000,1.06382979,,4.96007196,
CSA,Central and South America,CRI,Costa Rica,2019,Male,Age55_59,[55-59],9.00000000,1.01123596,,6.87395051,
CSA,Central and South America,CRI,Costa Rica,2019,Male,Age60_64,[60-64],23.00000000,2.12177122,,21.60193854,
CSA,Central and South America,CRI,Costa Rica,2019,Male,Age65_69,[65-69],37.00000000,3.00324675,,47.64175588,
CSA,Central and South America,CRI,Costa Rica,2019,Male,Age70_74,[70-74],46.00000000,3.45604808,,88.87860319,
CSA,Central and South America,CRI,Costa Rica,2019,Male,Age75_79,[75-79],79.00000000,5.72463768,,231.28307709,
CSA,Central and South America,CRI,Costa Rica,2019,Male,Age80_84,[80-84],83.00000000,5.51495017,,385.17340199,
CSA,Central and South America,CRI,Costa Rica,2019,Male,Age85_over,[85+],135.00000000,5.06566604,,758.59730672,
CSA,Central and South America,CRI,Costa Rica,2019,Male,Age_unknown,[Unknown],1.00000000,9.09090909,,,
CSA,Central and South America,CRI,Costa Rica,2018,All,Age_all,[All],431.00000000,1.83357441,6.89206250,8.62096382,
CSA,Central and South America,CRI,Costa Rica,2018,All,Age00,[0],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2018,All,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2018,All,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2018,All,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2018,All,Age15_19,[15-19],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2018,All,Age20_24,[20-24],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2018,All,Age25_29,[25-29],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2018,All,Age30_34,[30-34],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2018,All,Age35_39,[35-39],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2018,All,Age40_44,[40-44],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2018,All,Age45_49,[45-49],2.00000000,0.26954178,,0.66534706,
CSA,Central and South America,CRI,Costa Rica,2018,All,Age50_54,[50-54],4.00000000,0.36764706,,1.29842728,
CSA,Central and South America,CRI,Costa Rica,2018,All,Age55_59,[55-59],12.00000000,0.85470085,,4.22764457,
CSA,Central and South America,CRI,Costa Rica,2018,All,Age60_64,[60-64],21.00000000,1.19794638,,9.51832731,
CSA,Central and South America,CRI,Costa Rica,2018,All,Age65_69,[65-69],45.00000000,2.32798758,,27.23014922,
CSA,Central and South America,CRI,Costa Rica,2018,All,Age70_74,[70-74],57.00000000,2.68867925,,45.41687914,
CSA,Central and South America,CRI,Costa Rica,2018,All,Age75_79,[75-79],63.00000000,2.53827558,,75.41117043,
CSA,Central and South America,CRI,Costa Rica,2018,All,Age80_84,[80-84],92.00000000,3.39859623,,167.81890152,
CSA,Central and South America,CRI,Costa Rica,2018,All,Age85_over,[85+],135.00000000,2.34375000,,279.42211367,
CSA,Central and South America,CRI,Costa Rica,2018,All,Age_unknown,[Unknown],0.00000000,0.00000000,,,
CSA,Central and South America,CRI,Costa Rica,2018,Male,Age_all,[All],431.00000000,3.21282147,15.39735400,17.24531846,
CSA,Central and South America,CRI,Costa Rica,2018,Male,Age00,[0],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2018,Male,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2018,Male,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2018,Male,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2018,Male,Age15_19,[15-19],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2018,Male,Age20_24,[20-24],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2018,Male,Age25_29,[25-29],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2018,Male,Age30_34,[30-34],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2018,Male,Age35_39,[35-39],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2018,Male,Age40_44,[40-44],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2018,Male,Age45_49,[45-49],2.00000000,0.43383948,,1.35056656,
CSA,Central and South America,CRI,Costa Rica,2018,Male,Age50_54,[50-54],4.00000000,0.57636888,,2.64221735,
CSA,Central and South America,CRI,Costa Rica,2018,Male,Age55_59,[55-59],12.00000000,1.35135135,,8.62143288,
CSA,Central and South America,CRI,Costa Rica,2018,Male,Age60_64,[60-64],21.00000000,1.83727034,,19.55289057,
CSA,Central and South America,CRI,Costa Rica,2018,Male,Age65_69,[65-69],45.00000000,3.79746835,,56.46598238,
CSA,Central and South America,CRI,Costa Rica,2018,Male,Age70_74,[70-74],57.00000000,4.67980296,,95.40227961,
CSA,Central and South America,CRI,Costa Rica,2018,Male,Age75_79,[75-79],63.00000000,4.50321658,,163.50895406,
CSA,Central and South America,CRI,Costa Rica,2018,Male,Age80_84,[80-84],92.00000000,6.50176678,,379.13129482,
CSA,Central and South America,CRI,Costa Rica,2018,Male,Age85_over,[85+],135.00000000,5.16845329,,691.24423963,
CSA,Central and South America,CRI,Costa Rica,2018,Male,Age_unknown,[Unknown],0.00000000,0.00000000,,,
CSA,Central and South America,CRI,Costa Rica,2017,All,Age_all,[All],357.00000000,1.55494577,5.96742554,7.21218823,
CSA,Central and South America,CRI,Costa Rica,2017,All,Age00,[0],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2017,All,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2017,All,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2017,All,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2017,All,Age15_19,[15-19],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2017,All,Age20_24,[20-24],0.00000000,0.00000000,,0.00000000,
CSA,Central and South America,CRI,Costa Rica,2017,All,Age25_29,[25-29],0.00000000,0.00000000,,0.00000000,
